qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
1995,215,55,22,17,11,01:22.4,,NULL
1996,215,71,21,1,12,01:23.3,,NULL
1997,215,15,20,14,13,01:23.4,,NULL
1998,215,75,20,15,14,01:23.9,,NULL
1999,215,76,24,23,15,01:24.1,,NULL
2000,215,64,21,2,16,01:24.2,,NULL
2001,215,63,25,19,17,01:24.5,,NULL
2002,215,79,18,20,18,01:24.6,,NULL
2003,215,50,25,18,19,01:25.0,,NULL
2004,215,58,18,21,20,01:25.2,,NULL
2005,215,22,24,22,21,01:25.5,,NULL
2006,215,82,15,17,22,,,NULL
2007,216,77,22,8,1,01:41.9,,NULL
2008,216,21,17,12,2,01:41.9,,NULL
2009,216,57,1,9,3,01:42.0,,NULL
2010,216,30,6,5,4,01:42.2,,NULL
2011,216,49,3,4,5,01:42.4,,NULL
2012,216,55,22,7,6,01:42.5,,NULL
2013,216,23,17,11,7,01:42.5,,NULL
2014,216,14,1,10,8,01:42.7,,NULL
2015,216,35,3,3,9,01:43.0,,NULL
2016,216,56,6,6,10,01:43.2,,NULL
2017,216,15,20,14,11,01:43.2,,NULL
2018,216,22,24,22,12,01:43.3,,NULL
2019,216,71,21,1,13,01:43.4,,NULL
2020,216,65,15,16,14,01:43.7,,NULL
2021,216,76,24,23,15,01:43.9,,NULL
2022,216,64,21,2,16,01:44.1,,NULL
2023,216,75,20,15,17,01:44.1,,NULL
2024,216,82,15,17,18,01:44.6,,NULL
2025,216,63,25,18,19,01:45.4,,NULL
2026,216,50,25,19,20,01:45.8,,NULL
2027,216,58,18,21,21,01:45.9,,NULL
2028,216,79,18,20,22,01:46.5,,NULL
2029,224,35,3,6,1,01:32.4,,NULL
2030,224,71,3,5,2,01:32.5,,NULL
2031,224,56,6,2,3,01:32.9,,NULL
2032,224,30,6,1,4,01:33.1,,NULL
2033,224,57,1,7,5,01:34.1,,NULL
2034,224,55,22,3,6,01:34.3,,NULL
2035,224,77,22,4,7,01:34.3,,NULL
2036,224,22,17,11,8,01:34.5,,NULL
2037,224,49,15,15,9,01:34.5,,NULL
2038,224,63,25,19,10,01:34.8,,NULL
2039,224,44,27,9,11,01:35.3,,NULL
2040,224,50,29,17,12,01:35.3,,NULL
2041,224,14,1,8,13,01:35.4,,NULL
2042,224,65,15,14,14,01:35.5,,NULL
2043,224,79,25,18,15,01:35.7,,NULL
2044,224,21,18,21,16,01:35.9,,NULL
2045,224,83,18,20,17,01:36.1,,NULL
2046,224,73,29,16,18,01:36.2,,NULL
2047,224,84,17,12,19,01:36.3,,NULL
2048,224,64,27,10,20,01:36.3,,NULL
2049,225,71,3,5,1,01:18.1,,NULL
2050,225,22,17,11,2,01:19.1,,NULL
2051,225,35,3,6,3,01:19.3,,NULL
2052,225,30,6,1,4,01:19.5,,NULL
2053,225,55,22,3,5,01:19.5,,NULL
2054,225,84,17,12,6,01:19.5,,NULL
2055,225,57,1,7,7,01:19.6,,NULL
2056,225,77,22,4,8,01:19.8,,NULL
2057,225,49,15,15,9,01:19.8,,NULL
2058,225,56,6,2,10,01:20.0,,NULL
2059,225,63,25,19,11,01:20.0,,NULL
2060,225,65,15,14,12,01:20.1,,NULL
2061,225,50,29,17,13,01:20.2,,NULL
2062,225,14,1,8,14,01:20.2,,NULL
2063,225,44,27,9,15,01:20.4,,NULL
2064,225,79,25,18,16,01:20.4,,NULL
2065,225,73,29,16,17,01:20.4,,NULL
2066,225,83,18,20,18,01:21.5,,NULL
2067,225,69,28,22,19,01:23.2,,NULL
2068,225,85,28,23,20,01:23.5,,NULL
2069,225,58,18,21,21,,,NULL
2070,225,64,27,10,22,,,NULL
2071,226,71,3,5,1,01:30.3,,NULL
2072,226,30,6,1,2,01:30.6,,NULL
2073,226,35,3,6,3,01:30.9,,NULL
2074,226,55,22,3,4,01:31.0,,NULL
2075,226,77,22,4,5,01:31.3,,NULL
2076,226,22,17,11,6,01:31.4,,NULL
2077,226,50,29,17,7,01:31.6,,NULL
2078,226,57,1,7,8,01:31.8,,NULL
2079,226,14,1,8,9,01:32.0,,NULL
2080,226,56,6,2,10,01:32.1,,NULL
2081,226,49,15,15,11,01:32.1,,NULL
2082,226,44,27,9,12,01:32.2,,NULL
2083,226,79,25,18,13,01:32.4,,NULL
2084,226,58,18,21,14,01:32.5,,NULL
2085,226,84,17,12,15,01:32.7,,NULL
2086,226,63,25,19,16,01:32.9,,NULL
2087,226,65,15,14,17,01:33.3,,NULL
2088,226,64,27,10,18,01:33.4,,NULL
2089,226,83,18,20,19,01:33.7,,NULL
2090,226,73,29,16,20,01:33.8,,NULL
2091,226,69,28,22,21,01:34.8,,NULL
2092,226,85,28,23,22,01:35.7,,NULL
2093,227,71,3,5,1,01:18.9,,NULL
2094,227,35,3,6,2,01:19.7,,NULL
2095,227,30,6,1,3,01:20.1,,NULL
2096,227,55,22,3,4,01:20.7,,NULL
2097,227,22,17,11,5,01:20.8,,NULL
2098,227,14,1,8,6,01:20.9,,NULL
2099,227,56,6,2,7,01:20.9,,NULL
2100,227,77,22,4,8,01:21.1,,NULL
2101,227,57,1,7,9,01:21.1,,NULL
2102,227,49,15,15,10,01:21.1,,NULL
2103,227,84,17,12,11,01:21.2,,NULL
2104,227,65,15,14,12,01:21.2,,NULL
2105,227,50,29,17,13,01:21.4,,NULL
2106,227,63,25,19,14,01:21.5,,NULL
2107,227,44,27,9,15,01:21.5,,NULL
2108,227,79,25,18,16,01:21.8,,NULL
2109,227,64,27,10,17,01:22.7,,NULL
2110,227,21,18,21,18,01:22.9,,NULL
2111,227,83,18,20,19,01:23.1,,NULL
2112,227,73,29,16,20,01:23.6,,NULL
2113,228,30,6,1,1,01:26.9,,NULL
2114,228,71,3,5,2,01:27.1,,NULL
2115,228,35,3,6,3,01:27.2,,NULL
2116,228,14,1,8,4,01:27.7,,NULL
2117,228,55,22,3,5,01:28.0,,NULL
2118,228,56,6,2,6,01:28.2,,NULL
2119,228,77,22,4,7,01:28.3,,NULL
2120,228,63,25,19,8,01:28.4,,NULL
2121,228,22,17,11,9,01:28.6,,NULL
2122,228,49,15,15,10,01:28.8,,NULL
2123,228,57,1,7,11,01:29.1,,NULL
2125,228,44,27,9,12,01:29.5,,NULL
2126,228,50,29,17,13,01:29.5,,NULL
2127,228,65,15,14,14,01:29.5,,NULL
2128,228,79,25,18,15,01:29.9,,NULL
2129,228,64,27,10,16,01:30.0,,NULL
2130,228,83,18,20,17,01:30.5,,NULL
2131,228,21,18,21,18,01:30.8,,NULL
2132,228,73,29,16,19,01:31.3,,NULL
2133,228,69,28,22,20,01:32.0,,NULL
2134,229,30,6,1,1,01:20.4,,NULL
2135,229,71,3,5,2,01:20.9,,NULL
2136,229,55,22,3,3,01:20.9,,NULL
2137,229,77,22,4,4,01:21.1,,NULL
2138,229,14,1,8,5,01:21.5,,NULL
2139,229,22,17,11,6,01:21.5,,NULL
2140,229,56,6,2,7,01:21.5,,NULL
2141,229,57,1,7,8,01:21.7,,NULL
2142,229,49,15,15,9,01:21.9,,NULL
2143,229,35,3,6,10,01:22.0,,NULL
2144,229,63,25,19,11,01:22.2,,NULL
2145,229,50,29,17,12,01:22.3,,NULL
2146,229,65,15,14,13,01:22.3,,NULL
2147,229,44,27,9,14,01:22.4,,NULL
2148,229,79,25,18,15,01:22.5,,NULL
2149,229,84,17,12,16,01:22.5,,NULL
2150,229,64,27,10,17,01:22.7,,NULL
2151,229,21,18,21,18,01:22.7,,NULL
2152,229,83,18,20,19,01:23.4,,NULL
2153,229,73,29,16,20,01:25.0,,NULL
2154,229,69,28,22,21,01:25.1,,NULL
2155,229,85,28,23,22,01:25.4,,NULL
2156,230,71,3,5,1,01:20.7,,NULL
2157,230,35,3,6,2,01:21.1,,NULL
2158,230,30,6,1,3,01:21.6,,NULL
2159,230,55,22,3,4,01:22.1,,NULL
2160,230,77,22,4,5,01:22.1,,NULL
2161,230,56,6,2,6,01:22.3,,NULL
2162,230,22,17,11,7,01:22.4,,NULL
2163,230,44,27,9,8,01:22.7,,NULL
2164,230,65,15,14,9,01:23.0,,NULL
2165,230,57,1,7,10,01:23.1,,NULL
2166,230,49,15,15,11,01:23.2,,NULL
2167,230,63,25,19,12,01:23.2,,NULL
2168,230,50,29,17,13,01:23.4,,NULL
2169,230,14,1,8,14,01:23.4,,NULL
2170,230,84,17,12,15,01:23.4,,NULL
2171,230,79,25,18,16,01:24.4,,NULL
2172,230,64,27,10,17,01:24.5,,NULL
2173,230,83,18,20,18,01:25.3,,NULL
2174,230,21,18,21,19,01:25.5,,NULL
2175,230,73,29,16,20,01:25.6,,NULL
2176,240,71,3,5,1,01:20.1,,NULL
2177,240,30,22,1,2,01:20.4,,NULL
2178,240,14,3,6,3,01:20.4,,NULL
2179,240,65,22,2,4,01:20.9,,NULL
2180,240,77,6,28,5,01:20.9,,NULL
2181,240,55,6,27,6,01:21.0,,NULL
2182,240,57,1,8,7,01:21.4,,NULL
2183,240,56,17,15,8,01:21.7,,NULL
2184,240,87,1,7,9,01:21.8,,NULL
2185,240,44,27,26,10,01:21.9,,NULL
2186,240,79,25,3,11,01:22.3,,NULL
2187,240,63,25,4,12,01:22.4,,NULL
2188,240,81,29,9,13,01:22.5,,NULL
2189,240,49,15,30,14,01:22.9,,NULL
2190,240,88,27,25,15,01:23.0,,NULL
2191,240,22,17,14,16,01:23.0,,NULL
2192,240,94,18,23,17,01:24.4,,NULL
2193,240,69,18,24,18,01:24.4,,NULL
2194,240,91,15,29,19,01:24.7,,NULL
2195,240,92,30,16,20,01:25.1,,NULL
2196,240,89,29,10,21,01:25.2,,NULL
2197,240,85,30,17,22,01:25.9,,NULL
2198,240,90,28,22,23,01:26.3,,NULL
2199,240,50,31,12,24,01:27.3,,NULL
2200,240,64,28,21,25,01:27.8,,NULL
2201,240,93,31,11,26,01:28.1,,NULL
2202,241,14,3,6,1,01:53.2,,NULL
2203,241,71,3,5,2,01:54.1,,NULL
2204,241,30,22,1,3,01:54.3,,NULL
2205,241,56,17,15,4,01:54.4,,NULL
2206,241,57,1,8,5,01:54.5,,NULL
2207,241,55,6,27,6,01:54.6,,NULL
2208,241,63,25,4,7,01:54.8,,NULL
2209,241,77,6,28,8,01:55.3,,NULL
2210,241,49,15,30,9,01:55.6,,NULL
2211,241,22,17,14,10,01:56.1,,NULL
2212,241,65,22,6,11,01:57.1,,NULL
2213,241,81,29,9,12,01:57.1,,NULL
2214,241,69,18,24,13,01:57.2,,NULL
2215,241,50,31,12,14,01:57.2,,NULL
2216,241,79,25,3,15,01:57.5,,NULL
2217,241,94,18,23,16,01:58.1,,NULL
2218,241,87,1,7,17,01:58.7,,NULL
2219,241,44,27,26,18,01:58.8,,NULL
2220,241,88,27,25,19,01:58.9,,NULL
2221,241,93,31,11,20,01:59.5,,NULL
2222,241,91,15,29,21,02:00.8,,NULL
2223,241,85,30,17,22,02:01.8,,NULL
2224,241,92,30,16,23,02:04.1,,NULL
2225,241,90,28,22,24,02:04.5,,NULL
2226,241,64,28,21,25,02:05.9,,NULL
2227,241,89,29,10,26,02:07.3,,NULL
2228,242,30,22,1,1,01:27.3,,NULL
2229,242,77,6,28,2,01:27.3,,NULL
2230,242,14,3,6,3,01:27.5,,NULL
2231,242,71,3,5,4,01:27.5,,NULL
2232,242,55,6,27,5,01:27.8,,NULL
2233,242,57,1,8,6,01:28.3,,NULL
2234,242,56,17,15,7,01:28.5,,NULL
2235,242,65,22,6,8,01:29.4,,NULL
2236,242,95,1,7,9,01:29.5,,NULL
2237,242,22,17,14,10,01:29.6,,NULL
2238,242,81,29,9,11,01:29.6,,NULL
2239,242,44,27,26,12,01:30.8,,NULL
2240,242,63,25,4,13,01:31.0,,NULL
2241,242,49,15,30,14,01:31.4,,NULL
2242,242,79,25,3,15,01:31.6,,NULL
2243,242,88,27,25,16,01:31.9,,NULL
2244,242,50,31,12,17,01:32.2,,NULL
2245,242,94,18,23,18,01:32.4,,NULL
2246,242,89,29,10,19,01:32.7,,NULL
2247,242,69,18,24,20,01:33.1,,NULL
2248,242,91,15,29,21,01:33.5,,NULL
2249,242,92,30,16,22,01:33.9,,NULL
2250,242,93,31,11,23,01:34.0,,NULL
2251,242,85,30,17,24,01:35.2,,NULL
2252,242,90,28,22,25,01:36.1,,NULL
2253,242,64,28,21,26,01:36.6,,NULL
2254,243,30,22,1,1,01:21.5,,NULL
2255,243,55,6,27,2,01:22.1,,NULL
2256,243,77,6,28,3,01:22.1,,NULL
2257,243,14,3,6,4,01:22.3,,NULL
2258,243,71,3,5,5,01:22.3,,NULL
2259,243,56,17,15,6,01:23.4,,NULL
2260,243,65,22,2,7,01:23.5,,NULL
2261,243,22,17,14,8,01:23.7,,NULL
2262,243,57,1,8,9,01:23.8,,NULL
2263,243,95,1,7,10,01:23.9,,NULL
2264,243,84,27,25,11,01:24.7,,NULL
2265,243,49,15,30,12,01:24.8,,NULL
2266,243,63,25,4,13,01:25.0,,NULL
2267,243,81,29,9,14,01:25.1,,NULL
2268,243,44,27,26,15,01:25.2,,NULL
2269,243,50,31,12,16,01:25.8,,NULL
2270,243,79,25,3,17,01:25.9,,NULL
2271,243,89,29,10,18,01:26.1,,NULL
2272,243,94,18,23,19,01:26.6,,NULL
2273,243,91,15,29,20,01:27.0,,NULL
2274,243,69,18,24,21,01:27.3,,NULL
2275,243,93,31,11,22,01:27.6,,NULL
2276,243,85,30,17,23,01:28.1,,NULL
2277,243,92,30,16,24,01:28.6,,NULL
2278,243,90,28,22,25,01:29.0,,NULL
2279,243,64,28,21,26,01:29.5,,NULL
2280,244,71,3,5,1,01:22.0,,NULL
2281,244,30,22,1,2,01:22.7,,NULL
2282,244,14,3,6,3,01:23.1,,NULL
2283,244,77,6,28,4,01:23.2,,NULL
2284,244,55,6,27,5,01:23.8,,NULL
2285,244,57,1,8,6,01:23.9,,NULL
2286,244,65,22,2,7,01:23.9,,NULL
2287,244,84,27,26,8,01:24.4,,NULL
2288,244,56,17,15,9,01:24.9,,NULL
2289,244,87,1,7,10,01:24.9,,NULL
2290,244,22,17,14,11,01:25.1,,NULL
2291,244,44,27,26,12,01:25.1,,NULL
2292,244,81,29,9,13,01:25.4,,NULL
2293,244,49,15,30,14,01:25.7,,NULL
2294,244,79,25,3,15,01:25.8,,NULL
2295,244,69,18,24,16,01:26.0,,NULL
2296,244,63,25,4,17,01:26.5,,NULL
2297,244,94,18,23,18,01:26.9,,NULL
2298,244,96,15,29,19,01:27.1,,NULL
2299,244,93,31,11,20,01:28.3,,NULL
2300,244,92,30,16,21,01:29.0,,NULL
2301,244,64,28,21,22,01:29.2,,NULL
2302,244,50,31,12,23,01:29.4,,NULL
2303,244,90,28,22,24,01:29.6,,NULL
2304,244,85,30,17,25,01:30.1,,NULL
2305,244,89,29,10,26,01:31.5,,NULL
2306,245,30,22,1,1,01:27.7,,NULL
2307,245,71,3,5,2,01:28.0,,NULL
2308,245,14,3,6,3,01:28.1,,NULL
2309,245,77,6,28,4,01:28.2,,NULL
2310,245,55,6,27,5,01:28.5,,NULL
2311,245,65,22,2,6,01:28.5,,NULL
2312,245,57,1,8,7,01:28.9,,NULL
2313,245,56,17,15,8,01:29.0,,NULL
2314,245,22,17,14,9,01:29.2,,NULL
2315,245,87,1,7,10,01:29.6,,NULL
2316,245,44,27,26,11,01:29.8,,NULL
2317,245,49,15,30,12,01:30.0,,NULL
2318,245,81,29,9,13,01:30.2,,NULL
2319,245,84,27,25,14,01:30.3,,NULL
2320,245,63,25,4,15,01:30.7,,NULL
2321,245,79,25,3,16,01:31.4,,NULL
2322,245,94,18,23,17,01:31.4,,NULL
2323,245,96,15,29,18,01:31.8,,NULL
2324,245,69,18,24,19,01:31.9,,NULL
2325,245,92,30,16,20,01:32.8,,NULL
2326,245,85,30,17,21,01:32.9,,NULL
2327,245,89,29,10,22,01:33.0,,NULL
2328,245,90,28,22,23,01:34.0,,NULL
2329,245,64,28,21,24,01:35.0,,NULL
2330,246,71,3,5,1,01:17.2,,NULL
2331,246,30,22,1,2,01:17.5,,NULL
2332,246,14,3,6,3,01:17.9,,NULL
2333,246,55,6,27,4,01:18.8,,NULL
2334,246,22,17,14,5,01:18.8,,NULL
2335,246,44,27,26,6,01:19.0,,NULL
2336,246,77,6,28,7,01:19.1,,NULL
2337,246,57,1,8,8,01:19.2,,NULL
2338,246,84,27,25,9,01:19.4,,NULL
2339,246,65,22,2,10,01:19.6,,NULL
2340,246,56,17,15,11,01:19.8,,NULL
2341,246,49,15,30,12,01:20.3,,NULL
2342,246,87,1,7,13,01:20.5,,NULL
2343,246,63,25,4,14,01:20.8,,NULL
2344,246,96,15,29,15,01:20.9,,NULL
2345,246,81,29,9,16,01:21.1,,NULL
2346,246,69,18,24,17,01:21.3,,NULL
2347,246,89,29,10,18,01:21.9,,NULL
2348,246,79,25,3,19,01:21.9,,NULL
2349,246,94,18,23,20,01:22.1,,NULL
2350,246,85,30,17,21,01:23.5,,NULL
2351,246,92,30,16,22,01:23.6,,NULL
2352,246,64,28,21,23,01:24.2,,NULL
2353,246,90,28,22,24,01:24.9,,NULL
2354,247,71,3,5,1,01:28.1,,NULL
2355,247,30,22,1,2,01:28.4,,NULL
2356,247,14,3,6,3,01:28.9,,NULL
2357,247,77,6,28,4,01:29.7,,NULL
2358,247,65,22,2,5,01:29.9,,NULL
2359,247,55,6,27,6,01:29.9,,NULL
2360,247,56,17,15,7,01:30.1,,NULL
2361,247,57,1,8,8,01:30.1,,NULL
2362,247,22,17,14,9,01:30.4,,NULL
2363,247,87,1,7,10,01:30.5,,NULL
2364,247,84,27,25,11,01:30.9,,NULL
2365,247,49,15,30,12,01:31.6,,NULL
2366,247,44,27,26,13,01:31.8,,NULL
2367,247,79,25,3,14,01:32.1,,NULL
2368,247,94,18,23,15,01:32.3,,NULL
2369,247,96,15,29,16,01:33.2,,NULL
2370,247,97,29,9,17,01:34.2,,NULL
2371,247,69,18,24,18,01:34.6,,NULL
2372,247,89,29,10,19,01:35.3,,NULL
2373,247,64,28,21,20,01:36.0,,NULL
2374,247,92,30,16,21,01:36.1,,NULL
2375,247,90,28,22,22,01:36.7,,NULL
2376,247,63,25,3,23,01:48.6,,NULL
2377,247,85,30,17,24,01:52.4,,NULL
2378,248,71,3,5,1,01:44.4,,NULL
2379,248,30,22,1,2,01:44.5,,NULL
2380,248,14,3,6,3,01:44.5,,NULL
2381,248,77,6,28,4,01:45.6,,NULL
2382,248,22,17,14,5,01:45.8,,NULL
2383,248,56,17,15,6,01:45.8,,NULL
2384,248,57,1,8,7,01:45.8,,NULL
2385,248,87,1,7,8,01:46.2,,NULL
2386,248,65,22,2,9,01:46.3,,NULL
2387,248,55,6,27,10,01:46.4,,NULL
2388,248,49,15,30,11,01:46.8,,NULL
2389,248,44,27,26,12,01:47.4,,NULL
2390,248,63,25,4,13,01:47.5,,NULL
2391,248,96,15,29,14,01:47.6,,NULL
2392,248,97,29,9,15,01:48.1,,NULL
2393,248,69,18,24,16,01:49.3,,NULL
2394,248,79,25,3,17,01:49.4,,NULL
2395,248,88,27,25,18,01:49.7,,NULL
2396,248,89,29,10,19,01:49.9,,NULL
2397,248,94,18,23,20,01:50.0,,NULL
2398,248,64,28,21,21,01:53.0,,NULL
2399,248,90,28,22,22,01:53.4,,NULL
2400,248,85,30,17,23,01:53.5,,NULL
2401,248,86,30,16,24,01:54.6,,NULL
2402,249,71,3,5,1,01:17.0,,NULL
2403,249,14,3,6,2,01:17.4,,NULL
2404,249,30,22,1,3,01:17.6,,NULL
2405,249,77,6,28,4,01:18.1,,NULL
2406,249,57,1,8,5,01:18.4,,NULL
2407,249,55,6,27,6,01:19.0,,NULL
2408,249,56,17,15,7,01:19.5,,NULL
2409,249,84,27,25,8,01:19.7,,NULL
2410,249,65,22,2,9,01:20.1,,NULL
2411,249,44,27,26,10,01:20.2,,NULL
2412,249,49,15,30,11,01:20.4,,NULL
2413,249,69,18,24,12,01:20.5,,NULL
2414,249,87,1,7,13,01:20.6,,NULL
2415,249,22,17,14,14,01:20.9,,NULL
2416,249,83,18,23,15,01:21.2,,NULL
2417,249,63,25,4,16,01:21.6,,NULL
2418,249,79,25,3,17,01:21.7,,NULL
2419,249,89,29,10,18,01:22.1,,NULL
2420,249,96,15,29,19,01:22.2,,NULL
2421,249,97,29,9,20,01:23.3,,NULL
2422,249,90,28,22,21,01:24.4,,NULL
2423,249,85,30,17,22,01:24.4,,NULL
2424,249,64,28,21,23,01:24.7,,NULL
2425,249,86,30,16,24,01:26.6,,NULL
2426,250,77,6,28,1,01:54.4,,NULL
2427,250,55,6,27,2,01:54.6,,NULL
2428,250,57,1,8,3,01:55.4,,NULL
2429,250,65,22,2,4,01:56.1,,NULL
2430,250,14,3,6,5,01:56.3,,NULL
2431,250,87,1,7,6,01:56.6,,NULL
2432,250,56,17,15,7,01:57.0,,NULL
2433,250,71,3,5,8,01:57.8,,NULL
2434,250,44,27,26,9,01:58.0,,NULL
2435,250,49,15,30,10,01:58.1,,NULL
2436,250,63,25,4,11,01:58.2,,NULL
2437,250,22,17,14,12,01:58.3,,NULL
2438,250,84,27,26,13,01:58.3,,NULL
2439,250,96,15,29,14,01:58.4,,NULL
2440,250,79,25,3,15,01:58.6,,NULL
2441,250,30,22,1,16,01:59.1,,NULL
2442,250,83,18,23,17,01:59.3,,NULL
2443,250,89,29,10,18,02:01.0,,NULL
2444,250,69,18,24,19,02:01.0,,NULL
2445,250,97,29,9,20,02:01.7,,NULL
2446,250,85,30,17,21,02:02.4,,NULL
2447,250,90,28,22,22,02:03.8,,NULL
2448,250,86,30,16,23,02:06.4,,NULL
2449,250,64,28,21,24,02:09.5,,NULL
2450,251,14,3,6,1,01:24.5,,NULL
2451,251,30,22,1,2,01:25.0,,NULL
2452,251,77,6,28,3,01:25.4,,NULL
2453,251,71,3,5,4,01:25.7,,NULL
2454,251,55,6,27,5,01:25.7,,NULL
2455,251,22,17,14,6,01:25.9,,NULL
2456,251,57,1,8,7,01:25.9,,NULL
2457,251,65,22,2,8,01:26.4,,NULL
2458,251,87,1,7,9,01:26.5,,NULL
2459,251,49,15,30,10,01:26.5,,NULL
2460,251,84,27,26,11,01:27.1,,NULL
2461,251,56,17,15,12,01:27.3,,NULL
2462,251,44,27,26,13,01:27.4,,NULL
2463,251,96,15,29,14,01:28.7,,NULL
2464,251,97,29,9,15,01:28.9,,NULL
2465,251,63,25,4,16,01:29.0,,NULL
2466,251,79,25,3,17,01:29.3,,NULL
2467,251,69,18,24,18,01:29.6,,NULL
2468,251,83,18,23,19,01:29.9,,NULL
2469,251,89,29,10,20,01:30.5,,NULL
2470,251,85,30,17,21,01:30.7,,NULL
2471,251,90,28,22,22,01:30.8,,NULL
2472,251,64,28,21,23,01:32.1,,NULL
2473,251,86,30,16,24,01:32.5,,NULL
2474,252,14,3,6,1,01:20.5,,NULL
2475,252,71,3,5,2,01:20.9,,NULL
2476,252,30,22,1,3,01:21.3,,NULL
2477,252,77,6,28,4,01:22.0,,NULL
2478,252,49,15,30,5,01:22.2,,NULL
2479,252,65,22,2,6,01:22.3,,NULL
2480,252,55,6,27,7,01:22.4,,NULL
2481,252,22,17,14,8,01:22.5,,NULL
2482,252,84,27,25,9,01:22.6,,NULL
2483,252,56,17,15,10,01:22.8,,NULL
2484,252,44,27,26,11,01:22.9,,NULL
2485,252,87,1,7,12,01:22.9,,NULL
2486,252,57,1,8,13,01:23.1,,NULL
2487,252,96,15,29,14,01:23.9,,NULL
2488,252,63,25,4,15,01:23.9,,NULL
2489,252,79,25,3,16,01:24.3,,NULL
2490,252,83,18,23,17,01:24.7,,NULL
2491,252,69,18,24,18,01:24.8,,NULL
2492,252,89,29,10,19,01:24.9,,NULL
2493,252,97,29,9,20,01:25.2,,NULL
2494,252,85,30,17,21,01:26.2,,NULL
2495,252,64,28,21,22,01:27.3,,NULL
2496,252,90,28,22,23,01:27.5,,NULL
2497,252,98,30,16,24,01:32.8,,NULL
2498,253,14,3,6,1,01:18.7,,NULL
2499,253,71,3,5,2,01:19.0,,NULL
2500,253,30,22,1,3,01:19.1,,NULL
2501,253,77,6,28,4,01:19.8,,NULL
2502,253,56,17,15,5,01:20.5,,NULL
2503,253,55,6,27,6,01:20.5,,NULL
2504,253,65,22,2,7,01:20.7,,NULL
2505,253,49,15,30,8,01:20.7,,NULL
2506,253,57,1,8,9,01:20.9,,NULL
2507,253,87,1,7,10,01:20.9,,NULL
2508,253,22,17,14,11,01:21.2,,NULL
2509,253,84,27,25,12,01:21.5,,NULL
2510,253,96,15,29,13,01:22.1,,NULL
2511,253,44,27,26,14,01:22.1,,NULL
2512,253,63,25,4,15,01:23.1,,NULL
2513,253,83,18,23,16,01:23.3,,NULL
2514,253,97,29,9,17,01:23.7,,NULL
2515,253,69,18,24,18,01:23.8,,NULL
2516,253,99,25,3,19,01:24.3,,NULL
2517,253,85,30,17,20,01:24.7,,NULL
2518,253,89,29,10,21,01:24.9,,NULL
2519,253,64,28,21,22,01:25.2,,NULL
2520,253,90,28,22,23,01:26.1,,NULL
2521,253,98,30,16,24,01:27.9,,NULL
2522,254,14,3,6,1,01:14.0,,NULL
2523,254,71,3,5,2,01:14.2,,NULL
2524,254,30,22,1,3,01:14.3,,NULL
2525,254,55,6,27,4,01:14.9,,NULL
2526,254,77,6,28,5,01:15.0,,NULL
2527,254,56,17,15,6,01:15.4,,NULL
2528,254,65,22,2,7,01:15.6,,NULL
2529,254,49,15,30,8,01:15.6,,NULL
2530,254,44,27,26,9,01:15.6,,NULL
2531,254,87,1,7,10,01:15.7,,NULL
2532,254,22,17,14,11,01:15.8,,NULL
2533,254,76,1,8,12,01:16.3,,NULL
2534,254,88,27,25,13,01:16.5,,NULL
2535,254,83,18,23,14,01:16.6,,NULL
2536,254,96,15,29,15,01:16.6,,NULL
2537,254,69,18,24,16,01:16.9,,NULL
2538,254,79,25,3,17,01:17.0,,NULL
2539,254,63,25,4,18,01:17.2,,NULL
2540,254,81,29,9,19,01:18.1,,NULL
2541,254,89,29,10,20,01:18.2,,NULL
2542,254,64,28,21,21,01:19.6,,NULL
2543,254,90,28,22,22,01:19.7,,NULL
2544,254,85,30,17,23,01:20.1,,NULL
2545,254,92,30,16,24,01:21.4,,NULL
2546,255,30,22,1,1,01:38.0,,NULL
2547,255,55,6,27,2,01:38.9,,NULL
2548,255,57,1,8,3,01:39.0,,NULL
2549,255,71,3,5,4,01:39.0,,NULL
2550,255,77,6,28,5,01:39.0,,NULL
2551,255,14,3,6,6,01:39.2,,NULL
2552,255,56,17,15,7,01:39.6,,NULL
2553,255,49,15,30,8,01:40.0,,NULL
2554,255,65,22,2,9,01:40.3,,NULL
2555,255,22,17,14,10,01:40.4,,NULL
2556,255,44,27,26,11,01:40.8,,NULL
2557,255,63,25,4,12,01:41.4,,NULL
2558,255,88,27,25,13,01:41.6,,NULL
2559,255,79,25,3,14,01:42.0,,NULL
2560,255,81,29,9,15,01:42.1,,NULL
2561,255,91,15,29,16,01:42.9,,NULL
2562,255,83,18,23,17,01:43.1,,NULL
2563,255,69,18,24,18,01:43.5,,NULL
2564,255,89,29,10,19,01:44.1,,NULL
2565,255,85,30,17,20,01:46.1,,NULL
2566,255,64,28,21,21,01:46.7,,NULL
2567,255,90,28,22,22,01:48.3,,NULL
2568,255,92,30,16,23,01:48.3,,NULL
2569,255,87,1,7,24,16:42.6,,NULL
2570,256,71,3,5,1,,,NULL
2571,256,14,3,6,2,,,NULL
2572,256,30,22,1,3,,,NULL
2573,256,77,6,28,4,,,NULL
2574,256,55,6,27,5,,,NULL
2575,256,49,15,30,6,,,NULL
2576,256,22,17,14,7,,,NULL
2577,256,65,22,2,8,,,NULL
2578,256,56,17,15,9,,,NULL
2579,256,87,1,7,10,,,NULL
