circuitId,Did not finish,Podium,Pos 4 to 10,Accident / Collision,SC,Dry,Wet,pitStop timing (avg),pitStop timing prop(driver),driverId,number,code,H,surname,dob,nationality,url,resultId_x,constructorId_x,grid_x,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,race_class,resultId_y,constructorId_y,grid_y,turns,lap_length,race_laps,race_distance,max_speed,drs_zone,full_throttle_percentage,longest_flatout_section,downforce_level,gear_changes_per_lap,driver_error_rate,constructor_error_rate,circuit_error_rate,label
9,0.33,0.33,0.33,0.0,1.0,0.67,0.0,26439.5,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23123,6,11,2.0,52,+1:31.654,5787485.0,44.0,7.0,96900.0,218.78599999999997,2,23123,6,11,18,5.891,52,306.332,329.5,2,0.7,1034,5.0,40,0.010050251,0.072243346,0.066225166,1
11,0.0,0.67,0.33,0.0,0.67,0.67,0.0,20131.666666666668,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23140,6,5,12.0,70,28.213,6058328.0,59.0,4.0,84400.0,186.90400000000002,2,23140,6,5,14,4.381,70,306.67,315.0,2,0.5,908,5.0,28,0.010050251,0.072243346,0.043046358,1
13,0.0,0.33,0.33,0.0,0.33,1.0,0.0,22918.33333333333,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23186,6,4,8.0,44,45.394,6336452.0,35.0,5.0,112700.0,223.674,2,23186,6,4,19,7.004,44,308.052,319.6,2,0.7,2015,3.0,42,0.010050251,0.072243346,0.103571429,1
14,0.0,0.67,0.33,0.0,0.0,1.0,0.0,24607.0,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23205,6,3,15.0,53,20.99,4669079.0,48.0,5.0,86300.0,241.62599999999998,1,23205,6,3,11,5.792999999999999,53,306.72,350.0,2,0.84,1520,1.0,36,0.010050251,0.072243346,0.043046358,1
15,0.0,1.0,0.0,0.0,1.0,1.0,0.0,28980.0,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23229,6,22,10.0,61,27.694,6976644.0,45.0,2.0,107300.0,169.863,2,23229,6,22,23,5.065,61,308.965,323.0,3,0.49,832,,70,0.010050251,0.072243346,0.114678899,1
2,0.0,1.0,0.0,0.0,0.33,0.67,0.0,23678.33333333333,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23268,6,5,0.0,0,,,,,,,0,23268,6,5,15,5.542999999999999,56,310.408,329.0,2,0.45,1029,5.0,40,0.010050251,0.072243346,0.036184211,0
22,0.0,1.0,0.0,0.0,0.33,0.67,0.33,23148.66666666667,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23272,6,6,12.0,53,20.269,5223602.0,36.0,1.0,95100.0,219.78099999999998,2,23272,6,6,18,5.807,53,307.471,328.0,1,0.66,994,5.0,48,0.010050251,0.072243346,0.073359073,1
69,0.0,0.67,0.33,0.0,1.0,0.67,0.0,24064.0,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23294,6,6,12.0,56,43.134,5935752.0,55.0,1.0,99900.0,198.71200000000002,2,23294,6,6,20,5.513,56,308.728,325.3,2,0.59,1090,3.0,66,0.010050251,0.072243346,0.047619048,1
32,1.0,0.0,0.0,1.0,1.0,1.0,0.0,22156.0,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23317,6,7,10.0,71,27.313,6058715.0,61.0,2.0,82500.0,187.817,2,23317,6,7,17,4.303999999999999,71,305.35400000000004,349.0,2,0.45,1200,5.0,52,0.010050251,0.072243346,0.048387097000000004,1
18,0.0,0.67,0.33,0.0,0.0,1.0,0.0,23303.5,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23339,6,5,10.0,71,26.334,10887669.0,70.0,5.0,86200.0,179.968,2,23339,6,5,15,4.309,71,305.909,310.0,2,0.5,1394,5.0,42,0.010050251,0.072243346,0.09764309800000001,1
24,0.0,0.33,0.33,0.0,0.0,1.0,0.0,21463.0,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23359,6,5,15.0,55,0.843,5884856.0,43.0,1.0,103700.0,192.75599999999997,1,23359,6,5,21,5.553999999999999,55,305.355,339.0,2,0.59,1233,5.0,56,0.010050251,0.072243346,0.045918367,1
1,0.33,0.67,0.0,0.0,1.0,1.0,0.0,15747.333333333336,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23379,6,2,25.0,57,24:11.7,5051672.0,53.0,3.0,86600.0,220.351,1,23379,6,2,16,5.303,58,307.574,321.1,2,0.77,843,5.0,46,0.010050251,0.072243346,0.126245847,1
17,0.0,0.67,0.33,0.0,0.67,1.0,0.0,22346.66666666667,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23400,6,2,18.0,56,6.25,5862408.0,40.0,2.0,95400.0,205.648,1,23400,6,2,16,5.4510000000000005,56,305.066,348.0,2,0.54,1397,5.0,51,0.010050251,0.072243346,0.046357616,1
3,0.33,0.0,0.67,0.0,0.33,1.0,0.0,13093.0,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23419,6,3,25.0,57,33:53.4,5633374.0,36.0,4.0,93800.0,207.65200000000002,1,23419,6,3,15,5.412000000000001,57,308.238,329.6,2,0.72,1205,3.0,56,0.010050251,0.072243346,0.028571429,1
71,0.33,0.33,0.33,0.33,0.67,1.0,0.0,14683.5,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23440,6,1,18.0,52,0.617,5289360.0,49.0,2.0,97300.0,216.343,1,23440,6,1,18,5.848,53,309.745,326.0,2,0.75,1073,3.0,54,0.010050251,0.072243346,0.108433735,1
4,0.0,0.67,0.0,0.0,0.33,1.0,0.0,21682.33333333333,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23460,6,2,18.0,66,3.49,5759987.0,43.0,2.0,83700.0,200.27700000000002,1,23460,6,2,16,4.655,66,307.10400000000004,332.0,2,0.72,1310,5.0,45,0.010050251,0.072243346,0.069536424,1
6,0.33,0.33,0.0,0.0,1.0,0.67,0.0,25206.0,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23479,6,2,25.0,78,44:44.3,6284340.0,38.0,2.0,75200.0,159.66899999999998,1,23479,6,2,19,3.3369999999999997,78,260.286,290.0,1,0.34,669,5.0,47,0.010050251,0.072243346,0.160535117,1
7,0.0,0.67,0.33,0.0,0.67,1.0,0.0,23215.33333333333,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23502,6,2,12.0,70,35.907,5621061.0,70.0,2.0,74700.0,210.115,2,23502,6,2,14,4.361000000000001,70,305.27,315.5,2,0.76,1190,3.0,52,0.010050251,0.072243346,0.106382979,1
73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20422.0,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23522,6,4,12.0,51,5.976,7441549.0,47.0,1.0,103400.0,208.919,2,23522,6,4,20,6.002999999999999,51,306.051,337.0,2,0.75,2010,1.0,78,0.010050251,0.072243346,0.024390244,1
70,0.67,0.0,0.0,0.0,0.67,1.0,0.0,0.0,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23543,6,2,18.0,71,0.658,4909181.0,69.0,4.0,67500.0,230.30599999999998,1,23543,6,2,10,4.3260000000000005,71,307.02,327.4,2,0.79,868,2.0,32,0.010050251,0.072243346,0.023809524,1
9,0.0,0.33,0.67,0.0,1.0,0.33,0.0,28975.0,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23568,6,3,6.0,51,+1:33.989,4981419.0,38.0,5.0,91900.0,230.838,2,23568,6,3,18,5.891,52,306.332,329.5,2,0.7,1034,5.0,40,0.010050251,0.072243346,0.066225166,1
11,0.0,0.33,0.33,0.0,0.67,0.67,0.0,20088.0,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23582,6,1,25.0,70,39:46.7,5986713.0,69.0,4.0,80800.0,195.176,1,23582,6,1,14,4.381,70,306.67,315.0,2,0.5,908,5.0,28,0.010050251,0.072243346,0.043046358,1
13,0.0,0.0,0.67,0.0,0.67,1.0,0.0,22877.66666666667,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23603,6,2,18.0,44,2.358,5085178.0,41.0,1.0,106600.0,236.583,1,23603,6,2,19,7.004,44,308.052,319.6,2,0.7,2015,3.0,42,0.010050251,0.072243346,0.103571429,1
14,0.0,0.67,0.33,0.0,0.0,1.0,0.0,24849.66666666667,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23624,6,6,15.0,53,36.317,4568629.0,51.0,4.0,83900.0,248.576,1,23624,6,6,11,5.792999999999999,53,306.72,350.0,2,0.84,1520,1.0,36,0.010050251,0.072243346,0.043046358,1
15,0.0,0.67,0.33,0.0,1.0,1.0,0.0,29003.0,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23659,6,1,0.0,0,,,,,,,0,23659,6,1,23,5.065,61,308.965,323.0,3,0.49,832,,70,0.010050251,0.072243346,0.114678899,0
2,0.33,0.67,0.0,0.33,0.67,1.0,0.0,16759.333333333332,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23665,6,20,12.0,56,37.362,5438652.0,41.0,1.0,94100.0,212.104,2,23665,6,20,15,5.542999999999999,56,310.408,329.0,2,0.45,1029,5.0,40,0.010050251,0.072243346,0.036184211,1
22,0.0,0.67,0.0,0.0,0.33,0.67,0.33,23153.33333333333,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23700,6,2,0.0,4,,,2.0,19.0,126500.0,165.31400000000002,0,23700,6,2,18,5.807,53,307.471,328.0,1,0.66,994,5.0,48,0.010050251,0.072243346,0.073359073,0
69,0.0,0.33,0.33,0.0,0.67,0.67,0.0,24087.33333333333,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23703,6,2,18.0,56,10.143,5641134.0,42.0,6.0,98800.0,200.86,1,23703,6,2,20,5.513,56,308.728,325.3,2,0.59,1090,3.0,66,0.010050251,0.072243346,0.047619048,1
32,0.5,0.0,0.5,0.5,1.0,1.0,0.0,22095.5,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23725,6,1,12.0,71,+1:10.078,5856630.0,68.0,1.0,78800.0,196.666,2,23725,6,1,17,4.303999999999999,71,305.35400000000004,349.0,2,0.45,1200,5.0,52,0.010050251,0.072243346,0.048387097000000004,1
18,0.0,0.33,0.67,0.0,0.33,0.67,0.33,23303.5,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23742,6,2,25.0,71,31:26.3,5486262.0,63.0,7.0,72500.0,213.84900000000002,1,23742,6,2,15,4.309,71,305.909,310.0,2,0.5,1394,5.0,42,0.010050251,0.072243346,0.09764309800000001,1
24,0.0,0.33,0.33,0.0,0.0,1.0,0.0,21750.0,0.05164208235650428,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23764,6,3,15.0,55,19.33,5673392.0,5.0,2.0,100800.0,198.416,1,23764,6,3,21,5.553999999999999,55,305.355,339.0,2,0.59,1233,5.0,56,0.010050251,0.072243346,0.045918367,1
1,0.33,0.33,0.33,0.0,0.67,1.0,0.0,22137.0,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,22934,6,4,0.0,21,,,21.0,5.0,90700.0,210.48,0,22934,6,4,16,5.303,58,307.574,321.1,2,0.77,843,5.0,46,0.00896861,0.072243346,0.126245847,0
3,0.0,0.67,0.0,0.0,0.33,1.0,0.0,23574.33333333333,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,22940,6,4,18.0,57,10.282,5624978.0,39.0,3.0,95200.0,204.745,1,22940,6,4,15,5.412000000000001,57,308.238,329.6,2,0.72,1205,3.0,56,0.00896861,0.072243346,0.028571429,1
17,0.0,0.33,0.33,0.0,0.33,1.0,0.0,22069.33333333333,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,22965,6,3,10.0,56,+1:05.872,5999763.0,40.0,8.0,100600.0,195.079,2,22965,6,3,16,5.4510000000000005,56,305.066,348.0,2,0.54,1397,5.0,51,0.00896861,0.072243346,0.046357616,1
71,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,22985,6,3,15.0,53,31.998,5593995.0,47.0,3.0,100100.0,210.315,1,22985,6,3,18,5.848,53,309.745,326.0,2,0.75,1073,3.0,54,0.00896861,0.072243346,0.108433735,1
4,0.0,0.33,0.67,0.0,0.0,1.0,0.0,21566.666666666668,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23006,6,5,18.0,66,0.616,6100633.0,38.0,4.0,88500.0,189.274,1,23006,6,5,16,4.655,66,307.10400000000004,332.0,2,0.72,1310,5.0,45,0.00896861,0.072243346,0.069536424,1
6,0.0,0.0,0.33,0.0,1.0,1.0,0.0,24651.0,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23047,6,11,0.0,10,,,10.0,21.0,107100.0,112.116,0,23047,6,11,19,3.3369999999999997,78,260.286,290.0,1,0.34,669,5.0,47,0.00896861,0.072243346,0.160535117,0
7,0.0,0.0,0.33,0.0,0.33,1.0,0.0,24660.33333333333,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23054,6,6,8.0,70,+1:03.017,5528313.0,44.0,9.0,76900.0,204.105,2,23054,6,6,14,4.361000000000001,70,305.27,315.5,2,0.76,1190,3.0,52,0.00896861,0.072243346,0.106382979,1
70,0.5,0.0,0.0,0.5,0.5,1.0,0.0,10809.0,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23095,6,4,15.0,71,6.024,5264131.0,66.0,4.0,68900.0,226.11,1,23095,6,4,10,4.3260000000000005,71,307.02,327.4,2,0.79,868,2.0,32,0.00896861,0.072243346,0.023809524,1
9,0.33,0.0,0.67,0.33,1.0,0.67,0.0,12214.0,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23119,6,5,10.0,52,+1:09.743,5765574.0,39.0,8.0,97000.0,218.648,2,23119,6,5,18,5.891,52,306.332,329.5,2,0.7,1034,5.0,40,0.00896861,0.072243346,0.066225166,1
11,0.33,0.33,0.33,0.0,0.67,0.67,0.0,21898.5,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23142,6,14,8.0,70,49.044,6079159.0,52.0,1.0,83100.0,189.822,2,23142,6,14,14,4.381,70,306.67,315.0,2,0.5,908,5.0,28,0.00896861,0.072243346,0.043046358,1
13,0.33,0.0,0.33,0.0,0.33,1.0,0.0,23235.33333333333,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23189,6,3,2.0,44,+1:01.109,6352167.0,27.0,9.0,113500.0,222.157,2,23189,6,3,19,7.004,44,308.052,319.6,2,0.7,2015,3.0,42,0.00896861,0.072243346,0.103571429,1
14,0.0,0.0,0.67,0.0,0.0,1.0,0.0,24584.33333333333,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23206,6,4,12.0,53,27.561,4675650.0,50.0,3.0,86000.0,242.452,2,23206,6,4,11,5.792999999999999,53,306.72,350.0,2,0.84,1520,1.0,36,0.00896861,0.072243346,0.043046358,1
15,0.0,0.67,0.33,0.0,1.0,1.0,0.0,0.0,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23228,6,5,12.0,61,10.219,6959169.0,51.0,4.0,108200.0,168.515,2,23228,6,5,23,5.065,61,308.965,323.0,3,0.49,832,,70,0.00896861,0.072243346,0.114678899,1
2,0.0,0.0,0.33,0.0,0.33,0.67,0.0,23600.66666666667,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23250,6,6,12.0,56,28.785,5861561.0,47.0,4.0,97500.0,204.736,2,23250,6,6,15,5.542999999999999,56,310.408,329.0,2,0.45,1029,5.0,40,0.00896861,0.072243346,0.036184211,1
22,0.0,0.0,0.33,0.0,0.33,0.67,0.33,23547.33333333333,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23273,6,8,10.0,53,28.37,5231703.0,33.0,4.0,96000.0,217.785,2,23273,6,8,18,5.807,53,307.471,328.0,1,0.66,994,5.0,48,0.00896861,0.072243346,0.073359073,1
69,0.5,0.0,0.0,0.0,1.0,0.67,0.0,24226.0,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23309,6,5,0.0,38,,,26.0,2.0,101800.0,194.88,0,23309,6,5,20,5.513,56,308.728,325.3,2,0.59,1090,3.0,66,0.00896861,0.072243346,0.047619048,0
32,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23318,6,6,8.0,71,49.376,6080778.0,47.0,3.0,82500.0,187.783,2,23318,6,6,17,4.303999999999999,71,305.35400000000004,349.0,2,0.45,1200,5.0,52,0.00896861,0.072243346,0.048387097000000004,1
18,0.0,0.0,0.5,0.0,0.0,1.0,0.0,26621.0,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23354,6,3,0.0,19,,,12.0,19.0,88800.0,174.59599999999998,0,23354,6,3,15,4.309,71,305.909,310.0,2,0.5,1394,5.0,42,0.00896861,0.072243346,0.09764309800000001,0
24,0.33,0.33,0.0,0.33,0.0,1.0,0.0,15939.666666666664,0.049454085693503486,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23362,6,4,8.0,55,18.816,5902829.0,35.0,6.0,105200.0,190.127,2,23362,6,4,21,5.553999999999999,55,305.355,339.0,2,0.59,1233,5.0,56,0.00896861,0.072243346,0.045918367,1
1,0.67,0.0,0.33,0.0,1.0,1.0,0.0,22115.0,0.055077230254966414,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23382,6,4,12.0,57,22.393,5074065.0,56.0,1.0,86500.0,220.605,2,23382,6,4,16,5.303,58,307.574,321.1,2,0.77,843,5.0,46,0.00896861,0.072243346,0.126245847,1
17,0.0,0.0,0.67,0.0,0.67,1.0,0.0,22858.66666666667,0.055077230254966414,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23403,6,4,10.0,56,48.076,5904234.0,42.0,4.0,96000.0,204.40599999999998,2,23403,6,4,16,5.4510000000000005,56,305.066,348.0,2,0.54,1397,5.0,51,0.00896861,0.072243346,0.046357616,1
3,0.0,0.67,0.0,0.0,0.33,1.0,0.0,24752.33333333333,0.055077230254966414,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23422,6,5,12.0,57,22.475,5655849.0,55.0,3.0,93700.0,207.887,2,23422,6,5,15,5.412000000000001,57,308.238,329.6,2,0.72,1205,3.0,56,0.00896861,0.072243346,0.028571429,1
71,0.0,0.33,0.67,0.0,0.67,1.0,0.0,0.0,0.055077230254966414,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23441,6,2,15.0,52,11,5299743.0,49.0,1.0,96800.0,217.388,1,23441,6,2,18,5.848,53,309.745,326.0,2,0.75,1073,3.0,54,0.00896861,0.072243346,0.108433735,1
4,0.0,0.33,0.67,0.0,0.33,1.0,0.0,22228.33333333333,0.055077230254966414,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23478,6,4,0.0,0,,,,,,,0,23478,6,4,16,4.655,66,307.10400000000004,332.0,2,0.72,1310,5.0,45,0.00896861,0.072243346,0.069536424,0
6,0.33,0.0,0.33,0.33,1.0,0.67,0.0,12088.5,0.055077230254966414,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23480,6,1,18.0,78,3.145,6287485.0,39.0,3.0,75500.0,159.058,1,23480,6,1,19,3.3369999999999997,78,260.286,290.0,1,0.34,669,5.0,47,0.00896861,0.072243346,0.160535117,1
7,0.0,0.0,0.33,0.0,0.67,1.0,0.0,24020.66666666667,0.055077230254966414,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23505,6,4,6.0,70,58.632,5643786.0,59.0,3.0,75400.0,208.25,2,23505,6,4,14,4.361000000000001,70,305.27,315.5,2,0.76,1190,3.0,52,0.00896861,0.072243346,0.106382979,1
73,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20593.0,0.055077230254966414,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23532,6,3,0.0,46,,,44.0,7.0,105500.0,204.76,0,23532,6,3,20,6.002999999999999,51,306.051,337.0,2,0.75,2010,1.0,78,0.00896861,0.072243346,0.024390244,0
70,0.33,0.33,0.0,0.33,0.67,1.0,0.0,13357.666666666664,0.055077230254966414,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23546,6,3,10.0,71,20.37,4928893.0,68.0,3.0,67500.0,230.34099999999998,2,23546,6,3,10,4.3260000000000005,71,307.02,327.4,2,0.79,868,2.0,32,0.00896861,0.072243346,0.023809524,1
9,0.33,0.0,0.67,0.33,1.0,0.33,0.0,0.0,0.055077230254966414,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23564,6,2,15.0,51,36.57,4924000.0,44.0,4.0,91500.0,231.733,1,23564,6,2,18,5.891,52,306.332,329.5,2,0.7,1034,5.0,40,0.00896861,0.072243346,0.066225166,1
11,0.33,0.0,0.67,0.0,0.67,0.67,0.0,22005.5,0.055077230254966414,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23583,6,2,18.0,70,0.908,5987621.0,70.0,2.0,80500.0,196.015,1,23583,6,2,14,4.381,70,306.67,315.0,2,0.5,908,5.0,28,0.00896861,0.072243346,0.043046358,1
13,0.0,0.0,0.67,0.0,0.67,1.0,0.0,23006.0,0.055077230254966414,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23605,6,4,12.0,44,14.471,5097291.0,36.0,5.0,107700.0,234.051,2,23605,6,4,19,7.004,44,308.052,319.6,2,0.7,2015,3.0,42,0.00896861,0.072243346,0.103571429,1
14,0.0,0.0,0.67,0.0,0.0,1.0,0.0,24422.66666666667,0.055077230254966414,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23626,6,5,10.0,53,+1:00.082,4592394.0,43.0,8.0,85100.0,245.19400000000002,2,23626,6,5,11,5.792999999999999,53,306.72,350.0,2,0.84,1520,1.0,36,0.00896861,0.072243346,0.043046358,1
15,0.0,0.33,0.33,0.0,1.0,1.0,0.0,28954.0,0.055077230254966414,8,7.0,RAI,Kimi,Raikkonen,17/10/1979,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,23661,6,4,0.0,0,,,,,,,0,23661,6,4,23,5.065,61,308.965,323.0,3,0.49,832,,70,0.00896861,0.072243346,0.114678899,0
